sys1,sys2,topic,p,rbo,rbow,rboa,rbob
2012bpacad4h,2012bpacad8,151,0.8,0.595130151615691,0.595103230268408,0.595130151615691,0.595142772947139
2012bpacad4h,2012bpacad8,151,0.9,0.722218118911025,0.721913292757467,0.722218118911025,0.722480079431746
2012bpacad4h,2012bpacad8,151,0.95,0.783969870367176,0.783584131726417,0.783969870367148,0.784750396595555
2012bpacad4h,2012bpacad8,152,0.8,0.999962178591709,0.99996217858556,0.999962178591709,0.999962178594814
2012bpacad4h,2012bpacad8,152,0.9,0.999607332210524,0.999607263437595,0.999607332210524,0.999607367015503
2012bpacad4h,2012bpacad8,152,0.95,0.996775063538606,0.996771574456139,0.996775063538606,0.996776937302459
2012bpacad4h,2012bpacad8,153,0.8,0.560807271070476,0.559931290833411,0.560807271070476,0.561268925051394
2012bpacad4h,2012bpacad8,153,0.9,0.455999409002036,0.454531249350954,0.455999409002036,0.45693126879467
2012bpacad4h,2012bpacad8,153,0.95,0.4302365684153,0.429328747652597,0.4302365684153,0.431245713330524
2012bpacad4h,2012bpacad8,154,0.8,0.0924159979136883,0.0917028235569256,0.0924159979136883,0.092769200669604
2012bpacad4h,2012bpacad8,154,0.9,0.144123414160056,0.141850997577421,0.144123414160056,0.14516064647108
2012bpacad4h,2012bpacad8,154,0.95,0.220914337306075,0.217666507288808,0.22091433730658,0.223444917177523
2012bpacad4h,2012bpacad8,155,0.8,0.406824559807414,0.406824559687868,0.406824559807414,0.406824559912365
2012bpacad4h,2012bpacad8,155,0.9,0.583399996514642,0.583399783137817,0.583399996514642,0.58340029142439
2012bpacad4h,2012bpacad8,155,0.95,0.700696674337746,0.70067101013987,0.700696674337746,0.700712868781317
2012bpacad4h,2012bpacad8,156,0.8,0.418877633566165,0.418861252225596,0.418877633566165,0.418881412455818
2012bpacad4h,2012bpacad8,156,0.9,0.602918987374029,0.601724237872613,0.602918987374029,0.603281224121268
2012bpacad4h,2012bpacad8,156,0.95,0.691891698918702,0.685506083457598,0.691891698918702,0.694127115776241
2012bpacad4h,2012bpacad8,157,0.8,0.943331722734429,0.943331722733503,0.943331722734429,0.943331722734897
2012bpacad4h,2012bpacad8,157,0.9,0.882298729462548,0.882298700817001,0.882298729462548,0.882298743917207
